lap,position,gap_ahead,gap_behind,tyre_age,pace_delta,pit_stops,weather,final_position
56,6,0.8484899021058326,6.251173179141502,19,0.45998644928992727,2,1,6.0
69,8,3.720239407787576,7.215309321295804,4,-0.7365124007360717,2,1,6.0
16,5,2.3312745532669816,1.1949756288442925,28,0.3604755076875661,0,1,7.0
53,16,2.0387475329292735,0.45234328498411625,8,0.6849139722368272,2,1,18.0
17,18,1.4939491940374934,9.943869996588578,13,-0.5430568481659526,1,1,16.0
56,6,6.261895051503367,2.404010654263963,4,0.7328548057975124,1,0,7.0
44,5,7.835086371898321,0.6329221965937449,9,-0.9333536011209831,0,0,4.0
23,16,5.825154154261571,1.9797657580496077,9,0.8255747707730507,0,0,17.0
26,13,1.5549308249232758,0.4856826788497958,22,-0.763275544297404,1,0,13.0
45,5,8.130125322341362,3.9789278567099995,18,0.2915183558760652,2,1,5.0
59,13,6.395951600920912,8.043777666068111,12,-0.4998350621721164,2,0,12.0
49,17,3.9428404906572556,3.4783200526014344,10,0.6731047823392275,0,1,18.0
13,18,6.7738899258070235,4.497415728095829,11,0.02460072183093298,0,1,18.0
11,8,2.6730592945040454,6.788309058317644,7,-0.7295176175069973,1,0,8.0
15,13,3.517402864092684,5.138051293691814,9,0.14198314265195688,1,0,13.0
63,19,9.183109847006703,8.62831229161111,6,-0.18423477960603374,0,1,19.0
51,3,2.975994606147062,8.67375318295299,19,0.3228956332262023,1,0,5.0
13,8,4.752883854763573,0.19811588536242108,16,0.7638065695269189,0,0,10.0
63,2,8.912397260220546,7.802658434183672,15,-0.18122173763316307,0,1,2.0
38,8,7.1064413676485225,4.661262642392572,7,-0.4202386409322807,2,1,7.0
27,13,0.7158119390305573,9.889521358906265,16,-0.9709698109447824,0,1,12.0
35,13,1.5583001383618065,4.883997551166808,5,0.14967807571974978,1,1,13.0
53,1,0.1776317486419765,9.870269859344146,16,-0.19545046513713293,2,1,1.0
43,6,6.346125723268718,7.570236675936792,1,-0.25070156197034255,2,1,6.0
19,19,4.531966911563141,2.5611883576717327,19,-0.634129357431575,1,0,19.0
45,16,1.4293210239325278,5.4301102949408815,5,-0.13988930961745139,1,0,16.0
23,8,9.583547798462028,9.92214283083797,7,0.9688839071667366,1,0,8.0
40,1,5.343631267061637,8.589553016744045,19,-0.4044916926555113,0,1,1.0
57,16,2.494743611717603,1.0639322485330889,22,0.19940882681620042,2,1,17.0
24,9,5.055975354431605,7.093082768418961,5,0.5529737626313336,0,0,9.0
17,13,6.828241294077568,3.5212379001210494,29,0.49831564635306336,0,0,14.0
23,11,0.8547682579382884,0.16912439261544637,17,-0.3424514250148185,0,0,10.0
32,13,2.8195677689741308,4.0944615933672965,26,0.2217201670337008,0,1,14.0
69,10,8.088958359751537,2.424068775077216,22,0.7425293705403144,2,0,12.0
66,4,4.650682216986347,8.206805778152669,8,-0.9691051445338441,2,0,3.0
49,6,5.51111370611972,3.4395730275730783,29,-0.12853128631338473,0,0,7.0
30,7,4.384878421873745,8.29248457014279,29,-0.5514531635161894,1,1,7.0
25,5,0.5346094321657507,0.10591959446447356,1,-0.2227354192023221,2,0,5.0
54,11,1.7409228202195437,3.1474095852585795,2,-0.1680207840495167,0,0,11.0
27,13,4.51086222354472,2.487535621646843,15,0.49334192957327394,1,1,15.0
56,19,2.1709361075384854,2.4123168745792487,20,-0.8123562552091137,1,1,17.0
62,10,0.5947923837308196,0.7750475356780807,28,0.02516780626502091,0,1,11.0
33,10,8.452131674113055,1.9525302770639672,18,0.12838958359749064,2,1,10.0
35,11,9.813806038724747,5.599940741867637,11,-0.011684792896391238,1,1,11.0
34,7,7.952114452567721,2.9844746210936703,25,0.4637465061254402,2,0,9.0
69,18,8.552470724876203,4.232208345058565,10,-0.23241748818630525,2,0,18.0
69,4,2.4955735901387492,3.8309821154371666,24,0.8899341272801522,1,1,5.0
69,2,9.610207057580677,8.771458757498957,24,-0.036393114922117276,0,1,3.0
54,14,2.049564474088941,9.062460090204103,4,0.14242781922959513,1,1,14.0
50,13,9.51915512258214,4.980274019393015,5,0.6510616466934989,1,1,14.0
38,12,9.948711010262915,3.368543908124484,4,-0.44952778813775507,2,0,10.0
24,7,7.146055776885882,1.1573269696234,13,-0.8495959424743951,0,0,7.0
54,2,9.813322944739037,9.53868850588274,25,0.41556795672496505,2,1,5.0
10,13,5.738443817714327,0.6962467545129448,13,-0.03397628890324267,1,1,13.0
34,14,2.6694636534432945,3.0467377479259765,18,0.7930085019179896,0,1,15.0
16,17,4.426259268089646,3.0508553915830414,29,0.9653600974448682,0,1,20.0
18,9,5.976253260249981,3.271972732788128,27,-0.20178129885054163,0,0,10.0
33,17,0.8235074640674485,1.7264397483968519,24,-0.16912196748067831,0,1,18.0
10,8,6.261198319710736,7.853298166144603,2,-0.1840747955885471,0,1,8.0
53,2,9.813660583946715,1.3127288334632934,16,-0.35089178053814774,1,0,1.0
17,13,1.9820657328589035,6.385575925616312,1,0.5633741955327949,1,1,15.0
33,3,7.946691651254995,1.3260756643875928,26,0.5179915249814553,1,0,4.0
20,16,9.088198058418232,0.79830281217027,19,-0.042710258898950304,2,1,16.0
60,6,9.442645768920187,9.103352086490178,9,-0.9106775672422025,0,1,4.0
26,19,9.605342483613928,1.9822747865551862,28,-0.38088139697385315,0,0,20.0
17,7,5.262450423342573,8.230376530141072,3,-0.41539390689032496,1,1,6.0
44,10,9.775348289115886,5.491845623960645,25,0.6221744924005168,0,0,12.0
44,9,7.597371050630945,0.8707795441268191,7,-0.8248488531676506,2,0,7.0
42,2,1.7005472187459227,9.558937095236868,29,0.6113507580854083,0,0,3.0
68,15,4.821311054032903,2.5449155532197363,10,0.338367304398286,0,1,16.0
14,5,7.211478636182839,8.610488918990805,1,0.46488291826089845,2,1,5.0
51,4,2.548669126608925,1.7712190572671853,10,-0.13557362482995305,1,0,4.0
48,20,6.442090317133985,8.554034533204344,21,0.3594515920035164,1,1,20.0
67,4,6.6993447425615305,0.23096524776241045,9,0.21805788941383164,0,1,4.0
50,18,1.7107274637048024,5.166626520037859,28,0.537960390457259,2,1,20.0
37,4,5.694344593282287,7.717481536273413,15,-0.10646033106349573,1,0,4.0
16,17,7.739106418688216,9.354475623178555,15,-0.05434875020739516,1,0,17.0
18,12,5.039067078905825,9.101101148444222,3,0.28715244547964036,1,1,12.0
17,17,0.21982085608346352,8.214286208521685,25,-0.7838450126672234,0,0,16.0
21,10,0.18948084388499256,8.893094361646911,5,-0.1275111032713654,2,1,10.0
43,1,3.634590505303121,2.0722748897870575,9,0.9439016905196111,0,1,1.0
42,18,9.269321277474642,2.913424527546115,26,-0.9248953598799088,1,1,19.0
57,18,2.363900118075727,2.9607883967184794,22,-0.3679905542672124,2,0,17.0
64,14,6.380200519829703,3.8328339169168184,9,-0.3717803618212585,0,0,14.0
32,15,2.2985511198638737,3.993874636813368,23,0.26692823847154523,1,1,16.0
33,12,3.2845328976295316,5.491097714081287,7,-0.7883992811517202,1,0,10.0
46,4,8.495616687054692,1.6828096573277698,24,0.25708806175772225,0,1,5.0
44,3,7.315728278472474,6.943341971481295,23,-0.8099195186967612,1,0,4.0
53,20,1.0444528454007853,1.7589087391146143,12,-0.810092705163338,1,0,18.0
49,12,4.344150007765693,3.1720539728350206,25,0.4563667143769645,2,0,13.0
31,7,0.38878066008811824,5.083116793000925,27,-0.35172965233440734,1,1,6.0
36,11,4.860812451369789,7.9847615590824255,9,0.9548458954274957,0,1,11.0
44,1,6.658096715840574,7.4207454090634,6,-0.9252941271288901,2,1,1.0
10,6,1.2731759736217005,6.4907901284641705,23,-0.10978667256401176,0,0,7.0
44,15,2.9599608952007403,1.6421552797436847,2,-0.7737281246519527,1,1,14.0
46,15,4.038582592471354,5.51574892159422,9,-0.2972420664837827,2,1,15.0
56,19,9.203357144094893,0.9657203678188659,28,0.9964449012181011,2,1,20.0
23,11,9.933224652687343,3.8358954502868428,29,0.7776850234770636,2,1,13.0
12,2,0.544621860056597,4.193813649870596,17,-0.9033511822892062,2,0,2.0
10,14,7.6339784426043815,0.4941332505129629,1,0.12651168765136678,0,0,14.0
14,2,3.7800682573831983,2.8124821847527213,19,0.2956446096488714,1,1,2.0
35,4,3.9853360436718526,9.560929725938244,28,-0.5809307520997486,1,0,5.0
64,17,7.567223236135525,9.540962817513927,6,-0.7097888532070995,2,0,16.0
23,3,9.192421678239546,3.5880378371001393,5,0.8087622693310468,1,0,3.0
48,13,9.51419308557523,0.5266910785884081,2,0.9376328829667533,0,0,15.0
36,9,5.813513601779376,1.8730398993489974,9,0.9837857146392837,1,0,9.0
18,7,3.635499477074978,3.9829561549920474,29,0.579523547469269,0,1,8.0
24,15,7.896735950001915,9.483019009895376,26,0.32700413881051427,0,0,17.0
24,11,2.5849136942967728,1.4978707290181308,14,-0.3085394956140042,1,1,9.0
35,20,5.684332885451826,7.658806852315301,4,-0.6572033753504951,0,1,20.0
51,2,3.6499267690962443,1.1759571398094517,4,-0.8420388012675366,0,1,2.0
69,15,6.600647629707973,9.814450016173641,21,0.386594937102984,0,0,16.0
22,14,2.4799492376457186,3.8780033411804364,15,0.5694468303587166,0,0,14.0
60,20,1.9967701627747751,7.774821935100655,8,0.6529073049099601,2,0,20.0
41,11,9.190566958086828,3.4916517198302053,26,0.8275300066075972,1,0,12.0
48,3,1.1078564612004154,6.313921883872206,4,0.7598591272767472,2,1,5.0
58,17,5.108983286575824,2.0009592389263635,16,0.9994825445161852,0,1,19.0
61,12,2.2864425513337885,1.5456080910399292,21,-0.5118719780654974,1,1,13.0
41,15,0.4854066369241078,9.3868349817245,28,0.5266152304244212,0,0,16.0
13,16,0.45658630108512127,9.184708051253892,4,0.1729190247495953,1,1,16.0
39,5,1.8346955438476908,8.885942508107536,16,-0.47750973509283523,2,1,4.0
46,20,8.681026509609403,6.291791156649276,22,0.9638106445738857,1,1,20.0
32,6,2.896539565372564,8.101855291041154,12,0.7957962095485043,0,0,8.0
48,19,9.509545788695428,0.7834656754226117,16,-0.7429686631117671,1,1,19.0
54,5,5.8580607005930165,3.414411514717724,19,-0.9476833153531603,1,1,3.0
24,3,4.422480478710784,3.205660935095847,8,0.37666152466535374,2,0,5.0
52,1,5.842879463227601,6.3928886873308715,6,0.20826125771307025,0,1,1.0
38,6,5.215314013740051,3.6239819573593413,10,0.8716312482222919,1,0,7.0
45,15,7.611884912197519,1.5702171382724401,5,-0.5319894256792603,2,1,14.0
22,2,2.8967110531312374,6.005024046594083,29,-0.8312241042100259,1,0,1.0
41,3,3.5951988768429937,8.162400814623908,18,-0.48156933245602707,0,0,1.0
16,17,8.951533595079182,3.8830225951537347,10,-0.9621447189770731,1,0,15.0
68,12,9.469919480189015,1.4094602794749689,10,-0.9282144976221351,1,1,12.0
60,18,8.936326452116099,2.047213153396948,7,0.8297156118415192,1,1,19.0
31,15,4.252535140177405,2.4510847211769016,18,-0.29596683499624343,1,0,15.0
37,12,7.825618479768129,3.0689861706459087,1,-0.1783819979806387,0,0,12.0
11,16,4.815723759680878,6.46367119801246,7,-0.9632566909237912,2,0,16.0
51,8,5.0256445362464115,6.049360296923418,21,-0.45895643965630684,2,0,8.0
54,14,2.1263330796671114,6.991190629513688,1,0.609451967482862,1,0,15.0
66,17,5.9521900022593135,3.6887696468619806,15,0.23098191933343837,0,0,17.0
62,8,1.9427453877581446,8.257576753611785,4,0.5075612021728306,0,0,9.0
15,15,3.3824905207652183,2.1204678454420267,28,-0.10557251841242987,0,0,16.0
37,14,8.564798996037359,4.7435034004297245,29,-0.38054155649734,0,0,13.0
37,18,2.150050511187467,8.02929334326016,20,-0.03437981334325935,0,0,18.0
53,20,0.8044670232169848,1.8835706125529306,10,-0.35385786318849766,0,0,19.0
53,7,0.7831751668668815,1.1876448260337513,23,0.677942193348136,1,0,8.0
29,3,9.413766752980768,8.848471280111099,9,-0.40465256881430856,2,1,2.0
39,12,5.118512335822163,3.4950036613160393,2,0.31952728090616755,2,0,12.0
20,3,4.1531795109884815,6.870314236599417,28,-0.7260355553809443,1,1,3.0
67,20,8.127697951978393,0.35095118221299093,14,0.37373298746981987,2,1,20.0
64,14,8.374676686314109,6.931464195253551,16,0.8265994232000675,0,1,16.0
37,15,3.3886912278444856,3.229402984315008,1,0.21716630927981662,0,0,15.0
34,14,6.966818768990573,0.6518344505156732,2,0.11971076006895442,2,1,14.0
48,7,7.734115876933678,6.137146339326359,7,0.9222365360432805,0,0,7.0
42,17,6.58104179997295,2.4839577791244154,29,0.25479311063169274,0,1,18.0
10,12,1.6007912405209839,3.929391696313612,10,-0.48089913345383484,2,0,11.0
66,20,8.771242526818865,0.8977500416364846,22,-0.4152179523045192,1,0,20.0
36,4,5.437036072086486,1.5569161858399587,20,0.41061328507185446,2,1,4.0
66,9,2.8964770210630366,3.0499746314088534,1,0.4708731877843726,2,1,10.0
61,6,4.30975903583317,0.9886190555455556,13,-0.3930075364219696,2,0,4.0
22,16,0.4719537949491831,9.117180020394521,1,-0.3093120441473396,2,1,16.0
50,2,1.3658813321019339,0.15986572752138634,5,0.982113017478174,1,0,4.0
12,8,7.678912830107023,4.890216166756683,16,-0.7960949008394451,1,0,8.0
48,11,0.10011518407812481,1.3201498355122594,15,-0.19070994311980138,0,0,11.0
15,13,4.224001701974693,3.1460229858316904,17,-0.8751049376049851,0,1,13.0
17,17,5.272850792747326,9.26798964220083,28,0.642156723996482,2,0,18.0
36,8,0.6408807580096257,1.7007760774124698,23,-0.8153083221091355,0,0,8.0
18,18,9.733473813426096,9.661739965211494,16,0.3480147129254223,1,0,18.0
46,18,2.3386407793717523,2.137364332195275,13,-0.8870331519930359,0,0,18.0
42,14,3.111567324399181,7.441504473821613,11,0.3457100756193823,0,1,14.0
60,15,3.1090308713247707,5.5121049224833865,17,0.6860738938554065,0,1,17.0
51,6,2.381124954961764,8.856339403207915,17,-0.20235694615188526,2,1,6.0
53,11,0.11459083865448302,5.584533229480996,2,0.04425298686435375,0,1,11.0
33,13,7.320513461471164,5.392136269647456,13,-0.19691652398943504,1,0,13.0
24,1,9.671770448012925,2.035034203647159,14,-0.3990224827347222,1,0,1.0
68,6,2.3205054845219464,1.7456706843114214,11,0.6065268012542564,1,0,7.0
63,9,6.664167198853882,9.173242596043591,28,-0.45599485253802063,1,0,10.0
41,8,7.44477363689128,3.3455981686153375,10,0.44588684877889406,0,0,8.0
41,11,8.499411252996195,3.78361432413267,3,-0.5876058414895955,2,0,9.0
33,19,4.2840290504347305,7.622254218441046,29,-0.5002924078433408,1,1,19.0
50,9,3.0990159658402496,3.454352475985793,27,-0.3270776748455755,1,0,9.0
61,17,3.3204218268280083,9.525418221726127,17,0.17831275478757647,2,0,17.0
58,12,7.1549511976752775,7.405484913088123,15,-0.09115536168091776,2,0,12.0
58,14,8.186116718405797,6.014549501476858,9,0.4902896196556408,1,1,15.0
67,15,1.8979782807903665,8.82086208939305,10,-0.5728653993276154,1,0,15.0
61,16,3.7723159807618756,0.5910984926598792,8,-0.9786554243023318,2,0,16.0
21,20,9.029207947816586,2.6449206526731666,21,0.5531149435704401,1,0,20.0
48,1,8.086265844977918,4.703859708787009,13,0.6432986677601449,1,1,2.0
11,10,9.850098187348511,2.347087540768058,27,-0.8810396737832209,0,0,9.0
12,8,7.5670577708526,7.464661354291304,18,0.221815044316793,2,0,8.0
58,18,3.9926324901764305,9.200159507431879,5,-0.24358643225384413,0,1,18.0
46,1,5.947314556546914,4.295324187316142,6,0.5877913103890335,0,0,2.0
58,2,6.644041117048471,3.4871127411077603,17,0.748829108392957,2,1,2.0
65,1,0.8767125815395271,9.619352248161906,11,0.7020075335944982,0,0,1.0
26,1,5.490519895128265,4.504039084992654,20,0.5544084947017043,1,1,1.0
68,9,7.122276201878835,4.941579164447904,16,-0.4618955425156741,0,0,7.0
58,13,1.7564809096104979,3.581333736184863,9,0.6237792871366334,2,0,14.0
11,1,7.828254002513016,9.10452988282017,2,0.06695695181258543,1,1,1.0
11,13,5.879350527089706,5.732659284490323,5,-0.8944867703358184,1,0,13.0
37,20,9.526995678406188,7.645528413098282,1,-0.08612230020350209,1,0,20.0
63,7,0.5199807522482278,8.136886511673776,4,0.8843158340599866,1,1,9.0
32,2,2.726728761799123,3.484305514980856,4,0.7757186994711054,0,0,4.0
46,6,6.055383405068259,4.393573880071763,22,-0.7954714380057679,0,1,7.0
41,7,3.035943130838714,8.49987056662202,26,0.4882533714287405,1,0,10.0
42,14,7.172799224305298,3.6962279815905217,25,0.6115857319164695,2,1,17.0
10,18,7.614152296967117,7.959957821173328,3,-0.4572236235264704,1,0,18.0
28,15,1.1149080442580972,9.415823993486928,9,-0.05678285851781539,0,0,15.0
11,2,5.187159195647,6.269782693373269,22,0.4219758829273659,1,1,5.0
62,10,5.138016500351454,7.4421101457737,23,-0.12191702235770419,0,0,11.0
53,12,3.755879625133857,8.070463389207235,12,-0.7744061622668461,1,1,12.0
35,17,9.335956139439753,8.46589252407676,10,0.41176488936344313,2,1,17.0
41,8,8.29231256674489,4.011028044782281,2,0.823277379470607,1,1,10.0
15,11,7.002372880905404,0.6075082458423819,11,0.30496945681231513,2,0,11.0
41,3,7.171833693776476,4.078575085243721,10,0.5476014971380678,2,0,3.0
64,6,4.6709898237498795,6.770186674862489,22,-0.283274928684343,1,0,7.0
13,9,9.217845758856102,4.558468819229849,6,-0.6336035097467303,2,1,8.0
64,6,6.976494729807525,7.514735193517946,18,0.28554732323658505,2,1,6.0
20,9,7.316912510392583,3.6341260517397727,2,-0.34445758831756224,0,1,9.0
65,7,8.630739947494718,6.3839669969298924,2,0.7201470379795856,0,0,8.0
68,9,2.813308734487691,1.9455560680543484,10,-0.7547439000439868,2,1,8.0
26,18,8.09000194828036,7.5187574227850735,16,-0.13307260053375258,1,0,18.0
47,12,2.0328819692692712,5.502390091248956,12,-0.2065447990632283,2,0,12.0
33,8,3.51888532722439,2.120237446611346,1,0.8761077071078593,1,0,9.0
14,8,3.422543497271443,2.989920617628292,21,-0.6937303987911922,0,0,8.0
61,18,9.787402137052492,7.511226214960141,8,-0.9803063499759781,1,0,16.0
43,20,8.579718515104476,4.877752233049055,16,-0.5238295743857648,2,0,18.0
15,15,7.041581629743572,2.238711259891415,18,0.640553719537309,2,0,15.0
31,7,7.297861939992362,9.675984784665946,13,-0.5813563679059659,2,0,7.0
20,11,5.664520664585454,7.179737696187191,15,-0.5182438725890346,2,1,11.0
57,20,9.47619760437434,9.575634842143982,21,-0.7402023909263784,2,0,19.0
25,16,5.012961653535379,4.328339949067398,12,0.4308724065530809,1,0,17.0
42,4,3.867125327711956,4.803493372848033,8,-0.8616516189891656,2,1,2.0
18,6,1.714049835622751,8.98975664023169,10,-0.3375833953429568,0,1,4.0
69,3,7.883435957384474,5.297988468429308,14,-0.43500254675807093,2,1,3.0
68,9,7.370994927548356,7.1020612278661055,5,0.11031945958030964,1,1,9.0
15,10,3.9051148813889354,2.596511487205747,18,0.4608325300394711,2,0,10.0
25,14,0.34941479819637067,4.522592040156142,19,0.06575286939349478,2,1,14.0
38,11,8.406073544408306,1.3221536715225157,15,0.8620519859501352,1,1,11.0
12,18,0.21303803619532896,2.139202355181921,6,0.9028852777746639,2,1,19.0
29,12,7.066627818327604,0.10933981114954777,27,-0.27706934300296915,1,1,13.0
69,12,9.705545386287966,0.4887240113217363,11,0.5553607525497855,2,0,13.0
68,13,4.432847148667214,9.775109849451601,21,0.47760276653637934,0,1,16.0
45,13,2.4262367094599324,2.499301581853947,11,0.7859291834096547,2,1,14.0
28,19,7.078222999429479,6.66677602408962,20,-0.10411271958459345,1,1,19.0
35,19,8.189568605954292,8.407087018116155,20,0.06094637439558448,0,1,19.0
12,14,5.509660129170689,5.551538546441987,21,-0.16845137283685196,1,0,15.0
28,4,9.673649225035847,1.6161305508311663,18,0.7007538385994112,2,1,4.0
29,13,0.611520344413815,7.308352729628047,25,-0.5405953692757313,0,1,13.0
41,8,5.097476423214829,6.042488959985873,18,-0.5205818435151106,1,1,7.0
16,19,7.212694078493246,7.339380834539013,10,-0.25478979284584047,0,0,19.0
61,12,8.640140664376872,7.720491566285164,2,-0.5393143357952976,0,1,11.0
50,18,1.8746305578871216,9.756562640078977,26,0.12201367282984155,1,1,19.0
42,6,8.020034469460446,5.778276472264429,9,-0.7310197870089954,0,0,5.0
49,18,5.571800049613598,3.482247015636958,14,-0.3596275611918893,1,1,18.0
48,19,4.025881451700636,6.519799113312347,19,0.8268893969511799,0,0,19.0
27,5,1.4039787829330264,0.7775630215019987,10,-0.18154903961640811,0,0,5.0
49,9,8.666428013198233,8.984233451383705,23,0.49646743298701845,0,1,12.0
10,3,1.657004760979182,1.2818720122481482,4,-0.773075616586852,2,1,1.0
20,10,3.1668998061700826,3.3456440950696007,29,-0.5048709837164307,2,0,9.0
37,19,2.9714507664281253,8.175879268198598,29,0.6146912424007371,1,0,20.0
66,3,8.726998938489457,6.013392545474047,6,0.5259858725793882,0,1,4.0
34,15,6.75975964266809,3.996991650746677,14,-0.2276881628123577,1,0,15.0
59,1,7.987145832194586,4.787013027812712,4,0.9087938040669485,2,0,1.0
32,7,2.57963219804574,8.560019192701585,26,0.8212860316690909,2,1,10.0
40,12,6.286253586109289,3.466043421992932,15,0.9246014982244797,2,0,12.0
39,17,5.7602852331231125,8.709531879640496,16,-0.14417061962442923,2,0,17.0
51,20,8.345020730203885,0.9725308666692458,7,-0.605052832628634,1,0,18.0
44,5,9.07026189876448,7.790304528365445,17,0.253317278182682,0,0,5.0
16,4,0.2203520376261294,8.49072156724189,19,0.369546316558397,1,0,6.0
69,12,6.772797198682047,1.8999947630896536,29,-0.74911643109896,0,0,11.0
25,20,0.6131744112853174,4.360430670484784,19,0.5729660685918119,2,1,20.0
35,18,5.5337007842658235,1.7384477691701907,17,-0.963879560480079,0,0,16.0
57,17,2.9475640175324145,7.095380877042756,6,-0.03454322504643326,2,1,17.0
66,19,3.137088335269198,5.399942903810402,29,-0.33796748101021024,1,1,18.0
61,9,3.59428918417833,6.3897011324123785,11,0.48060611979816814,0,1,10.0
69,4,6.25079524559114,2.0452209728664905,16,-0.37447854515636814,1,1,2.0
58,2,3.407094660120815,2.1962840343189534,25,0.6536142255620656,2,1,4.0
