driver,opponent,gap,speed_delta,tyre_delta,drs,opponent_weakness,pressure_level,corner_factor,success
VER,HAM,1.4917951057096344,4.005847970010697,2,1,0.7564417114045751,0.3446508090269312,0.51693897993083,0
HAM,HAM,1.02657486578913,1.7598321596131383,16,1,0.641315707855878,0.7073911837255961,0.21982170534472215,0
LEC,NOR,0.8808967843180349,16.06779755401387,-5,0,0.6088378738713014,0.5957982835932528,0.15246325811730907,0
VER,HAM,1.1229107143349444,2.8336979396285784,-5,0,0.4214345080875396,0.16192924158780048,0.6835323589812324,0
LEC,NOR,0.7512878571972054,14.72331179440018,13,0,0.5622623772091486,0.5102682899481137,0.5477739487426508,0
HAM,VER,0.1841992796410993,17.296803620268367,17,1,0.34629930021949396,0.3746407753565928,0.38720061446341103,1
HAM,NOR,0.8872155422290737,5.845435489413238,10,0,0.48176006353436907,0.3628565061858354,0.7466862579984591,0
VER,NOR,1.4406753983075322,17.7485785963598,19,0,0.7344504226965247,0.5818050419018058,0.4104467794087656,0
HAM,LEC,0.3454241193007235,4.432951349079821,-8,1,0.8849932779643698,0.35785985957553995,0.7367720716804861,0
SAI,NOR,1.066006847148932,19.101960412252705,17,1,0.8459911388718415,0.7215149985638982,0.3446049020098998,1
HAM,NOR,0.38130716412267907,-2.7677618868606766,-8,0,0.847092754276999,0.15663314880893955,0.1582762380361598,0
LEC,VER,0.8501587582623137,12.175481662581069,2,1,0.4217789878776899,0.6283106019166604,0.8461117550399433,1
LEC,LEC,0.23534702950540745,7.345351011423217,11,0,0.47503190440543275,0.747355842925393,0.4156409034250985,0
LEC,SAI,0.7305193107614592,4.691220136391177,-9,0,0.6645083170951853,0.6382653519363441,0.7341540582795023,0
LEC,VER,1.1586286604533444,10.817796968715022,5,1,0.8377535424410274,0.4977833560159966,0.3233153065778436,0
SAI,VER,0.5866001339345749,12.59642729085828,11,0,0.21359540748166772,0.860245610988945,0.6170920896989248,0
NOR,SAI,1.0308764142821052,-4.890918258742273,18,1,0.34339349106175665,0.3399507918384509,0.7986486986061827,0
VER,NOR,1.2136299451056207,-0.826172781320032,-5,1,0.21139747567528763,0.11533431001998223,0.13331521787198428,0
LEC,HAM,1.3980489472712336,12.826151265857968,-3,0,0.5896068239675643,0.4455914971707527,0.7645086117488714,0
HAM,LEC,0.42849891459763495,11.659635339455162,12,0,0.34504079751003003,0.1264095487202618,0.5570664039775429,0
LEC,HAM,0.6590422821330314,19.15118762821693,-3,0,0.3608862820100588,0.863149402021127,0.5859774031268554,0
HAM,SAI,0.31338241866258437,14.025944756269574,19,1,0.1567327675903834,0.26793443659844124,0.5185264006447862,1
HAM,VER,1.4894769030217252,18.76931769328345,14,0,0.37983684944607354,0.7311416191591036,0.7995800826269139,0
LEC,VER,1.3978013550940134,12.563512538370174,-5,1,0.7899972059212683,0.7196576665394919,0.13474668578850998,0
SAI,LEC,0.8559399823927833,2.451305215986079,3,1,0.28645824951266796,0.27418311974634685,0.3088227132286785,0
HAM,VER,1.2788466121269897,-2.3658769437285883,-8,0,0.6561499729680526,0.5969812243841338,0.8006100310873243,0
HAM,VER,0.829341168180859,14.54559658362339,-1,1,0.6037026759508741,0.13846317478916018,0.7018765620255648,1
LEC,LEC,0.9730199632038635,11.103730536897897,-8,0,0.7907876866952923,0.486859668563094,0.11411612814288469,0
HAM,LEC,0.22477420496242326,-3.795349690167594,16,0,0.20583035812083061,0.1117177018179894,0.513605026567767,0
HAM,SAI,1.157378588695531,4.0012616475244585,1,0,0.8820719682760346,0.8369151041446735,0.5236581445701399,0
LEC,VER,0.27879887708932877,18.919995387107154,6,0,0.5661029168322925,0.8808688193596574,0.4207057081023283,1
LEC,VER,1.2564946823535397,7.510028642755031,16,0,0.8963793218774515,0.2778262133108682,0.33791466564959177,0
VER,SAI,1.19483932273854,5.818228400492616,18,0,0.8292117806926806,0.26648482767709825,0.6453798803298737,0
SAI,NOR,1.092242576840167,6.4424901289823495,-6,0,0.27721381769048464,0.7029761412497038,0.26623237176380304,0
SAI,NOR,0.15062453273466697,0.22206810012909306,19,1,0.1449296079226505,0.3027035190634676,0.7391588496573649,0
HAM,NOR,0.52437969832346,4.21767927161988,9,0,0.3045112750362893,0.816061247329476,0.7424297286139775,0
SAI,SAI,0.46835759787518,4.245331399679416,14,1,0.522050919199536,0.5591433088983858,0.43220915005825644,0
HAM,VER,0.6041909704601267,-3.69112449531319,-2,1,0.237277093652152,0.38062209840824973,0.32683840872771813,0
VER,SAI,0.22269984546937396,14.189190712947957,19,1,0.23396779561439082,0.766154997079536,0.3271025452725706,1
LEC,SAI,1.4117409522434878,5.412610797596974,10,0,0.4700748376841225,0.4947253603307162,0.4858330591969681,0
LEC,NOR,0.8753231369973268,15.554497170410583,15,1,0.12661437693548674,0.8293063309667805,0.6756633797994871,1
LEC,HAM,0.5277340349212329,16.258700027997385,9,1,0.19751046602581637,0.8424113893835048,0.38709495279508704,0
SAI,VER,0.6557741239039968,0.2998513674664516,-4,0,0.43268907152635805,0.23233612170272747,0.5880346763662012,0
VER,NOR,0.7260835567067698,11.433837054253214,11,0,0.1505039273663732,0.10185872490554422,0.4059875684660755,0
SAI,HAM,0.9408320667048642,6.807045104074543,-7,1,0.4174040451644235,0.8871447521139219,0.3436185513211067,0
SAI,HAM,0.8219511987750968,17.003918448037126,2,0,0.4792050127587561,0.8249100289019835,0.11988761273263533,0
VER,LEC,1.3871487625001842,0.393516979411353,2,0,0.46101329125849155,0.14435618856307314,0.10313128458831251,0
VER,VER,0.7957488760681624,11.945330007751105,-1,0,0.7953398859224698,0.766427411152856,0.2817661422656036,0
VER,HAM,1.4890212207526377,10.193803056318064,7,0,0.5240499640413859,0.4662439460473653,0.4251250294407964,0
VER,NOR,1.291994940843134,2.3825369392958198,6,1,0.4743843699824347,0.3071692840199802,0.7810089338896482,0
LEC,LEC,0.3919147201002701,-1.5849774087206847,9,0,0.42856739631333296,0.802997218941544,0.7387873943443404,0
NOR,VER,1.4028333005014826,11.290994011931915,9,0,0.754098702643589,0.2573337859122458,0.3137322100703919,0
NOR,SAI,0.26291295703966655,13.464936453308267,2,0,0.8160452831998666,0.8578399995360536,0.29563235438743946,0
VER,NOR,1.2444295918876682,2.89068359408375,6,1,0.782593975357694,0.2644971901594729,0.281857656856022,0
NOR,HAM,0.6328726108672121,11.120815100557845,11,1,0.6388372625051127,0.5909465501829948,0.3713898724230936,1
NOR,HAM,1.3291640486230973,4.878272690287582,-7,0,0.2098893967749394,0.2784690676231799,0.4985589756493483,0
VER,NOR,1.3152793661504305,12.830172082065443,-10,0,0.3214959755936098,0.5365349319749079,0.4509342176252604,0
NOR,HAM,1.2282955601646695,-0.019618127648672323,-10,1,0.13685045094558196,0.6471801039321131,0.274618559025195,0
SAI,LEC,1.2060426108298858,17.25537506590436,4,0,0.8446592599920913,0.25218234465611006,0.20436112795489444,0
HAM,VER,0.5265507947372571,2.1852399116394934,2,0,0.6286388237527283,0.5167086261605434,0.1100622499889563,0
HAM,LEC,0.21328699627175304,4.1946496939038225,6,1,0.6970903074505932,0.47524779551209523,0.2231705909332031,1
VER,HAM,0.6641722502712261,-3.5477011979912554,13,0,0.3492573916657832,0.156829937122673,0.6642850961552946,0
LEC,SAI,0.34293432098111215,-2.21219469196809,15,0,0.7765228178218739,0.7546462541402423,0.29491085547646634,0
VER,VER,1.0729315244634463,7.896547567808203,-3,1,0.30768262696678284,0.3685459205142734,0.4748814480972079,0
LEC,VER,0.5845396171528997,1.6898169181992873,7,1,0.10131500568995976,0.5596657580415036,0.5730409191385958,0
HAM,NOR,1.4658542812038808,15.88700564355486,16,0,0.4011319700165552,0.5118273879465075,0.8094727222652858,0
VER,NOR,0.9973609082834648,-4.632665283626154,2,1,0.5566091847672587,0.5106084036563538,0.8110840787147356,0
SAI,SAI,1.2514727890881052,4.477351216798405,12,0,0.48296388637241805,0.18577791536678998,0.6965869869450872,0
NOR,VER,0.2855345418385878,3.433638669227317,3,0,0.7896609140612777,0.43878560739946626,0.12812559363880113,0
LEC,SAI,1.3068202751816715,-4.516809227059974,-3,0,0.18432422876493357,0.4618934073652562,0.560056335268332,0
NOR,NOR,1.391860066718752,-1.8907900249872445,-3,1,0.5430587525069804,0.6869142722915589,0.7292667766652052,1
NOR,NOR,0.7818866863465103,5.3410668729658815,16,1,0.5103834798567259,0.7720150655365589,0.11383043581069058,0
VER,VER,0.9487541128513683,7.321614611186166,15,0,0.32511438573773044,0.5359858224800144,0.5397476909252626,0
NOR,LEC,1.1707337212641935,5.1072436813717275,4,0,0.7577824900616085,0.1694263632519924,0.7862113166288236,0
SAI,HAM,0.34477407816457756,8.273441960302346,16,1,0.702278924705765,0.28947957647723704,0.47928166067381356,1
NOR,NOR,0.8035925070488193,9.878291872642038,2,1,0.6862873498654648,0.23194722148218486,0.10328496231795876,1
VER,NOR,0.6581282388812383,-4.751904471804109,-4,1,0.8009539826156449,0.1996920505512998,0.10881068666848598,0
SAI,LEC,0.3049235890271487,6.602378986337597,-6,0,0.6782276804972169,0.3927194388942461,0.43330882993100045,0
HAM,LEC,0.614548191208144,19.087481022189706,6,1,0.28547303337178115,0.2835148017235056,0.22400693393340365,1
NOR,SAI,0.195441233139691,7.975807003238718,17,1,0.6644501693197529,0.2746424894492098,0.6315605256746077,1
VER,SAI,0.1361366697292818,11.938556686473829,14,0,0.3461622507118751,0.14375453966101412,0.6670394119249232,0
HAM,HAM,0.28923280481675184,2.79659644792208,18,0,0.29373972027797646,0.11413603583634711,0.2423038363685029,0
HAM,HAM,1.4483611562248433,14.349784453819064,5,0,0.15840287431970188,0.18221459411982543,0.810826630819588,0
LEC,VER,0.8693413502530237,14.323037046902877,12,1,0.6952228642781414,0.23775798353890645,0.4535262759831407,0
SAI,SAI,1.4521510256145078,8.032401191353474,-9,0,0.668800769559849,0.4447869830785625,0.21427672607353898,0
NOR,NOR,0.7054970296621847,19.40034558198034,11,0,0.287599582139275,0.5084162090390757,0.7114012784555164,1
VER,SAI,0.5365425863193634,-1.8612446309336654,7,0,0.6995032133793249,0.21247353453869247,0.7319796000134183,0
LEC,NOR,0.8085986079763416,-4.576308377760475,6,0,0.8342727064748425,0.43982667321934904,0.6114363781323661,0
SAI,LEC,0.7153163640860741,14.2539552939274,19,1,0.18642316599326342,0.37339907386074184,0.7827724425620426,1
LEC,SAI,0.24793055796644148,15.178888434122063,-4,0,0.28610931070942,0.24673891479836485,0.6898983776245371,1
SAI,LEC,0.9971568405662887,-1.994819271985594,2,1,0.7002086352698524,0.10547259851869084,0.8057645897815925,0
SAI,HAM,0.4024534555134394,1.6395708239651519,7,1,0.3196053388056626,0.4736142932173934,0.4471104387883836,0
NOR,HAM,0.9674231368569614,-4.561190915834278,18,1,0.5997311794269734,0.6485213994121595,0.698077702479554,0
SAI,VER,1.0102815293574148,2.332715269514117,3,0,0.16493137957097162,0.28102186731504564,0.8998012507432356,0
LEC,SAI,0.31283479438010736,14.328546847966788,19,1,0.461761983282831,0.2054454639173435,0.6799449580156954,1
SAI,LEC,0.18588947795493543,7.949013192814474,7,0,0.6912731375943625,0.8096341955575695,0.19134702418970573,0
NOR,NOR,1.1930662204958158,3.702389829207202,2,0,0.6492111544346021,0.32001981799023826,0.5146549779433464,0
NOR,HAM,0.7437205932770482,4.293482372658257,0,0,0.7520576805406455,0.2788900958341318,0.5698782329944224,0
LEC,HAM,0.1814293137076661,-4.9661593571132965,10,1,0.8019617012825351,0.7856775516879327,0.2393685400571128,1
HAM,NOR,1.492812844037674,2.4950131891308973,19,0,0.7185468010070066,0.753685679333409,0.8703133073424301,0
HAM,LEC,0.1808927853949133,11.161468540948261,10,0,0.6372701943511409,0.4586771764197069,0.24046382210769304,0
SAI,LEC,1.0730493204019744,19.35486109540893,5,0,0.12537799345282494,0.49139108914221963,0.2420463357705782,0
VER,SAI,1.477150495368779,16.176520674597487,12,1,0.5279733387275553,0.2741989638672176,0.832133710379644,1
SAI,SAI,0.4348521459022959,-4.410125883861772,6,1,0.13015817993188225,0.162641336383646,0.47216434649733685,0
LEC,VER,0.2991491161620746,17.464015116870982,-3,1,0.7464542536928181,0.5587454602845289,0.15055062341961298,1
LEC,HAM,0.26993891519140045,14.579960332465648,8,0,0.3565796195679661,0.17867593727217052,0.5785499999508229,1
LEC,SAI,0.5245852065946337,14.50940308927451,9,1,0.5499434992943367,0.4594196375653199,0.5814610789064383,1
LEC,LEC,0.24146413541490536,6.449893975089287,4,0,0.3235562458551221,0.8523977588104086,0.15160060694924946,0
LEC,NOR,1.0690258783717845,4.9501323238625705,-2,0,0.7260001155042349,0.8622675113364675,0.8780179965069297,0
NOR,LEC,0.18720851738208777,2.5728932208298154,9,1,0.809202021313522,0.2914658292378869,0.5352239722356605,0
HAM,HAM,0.8131909794097055,-3.3576285261408554,-1,0,0.4189139953704512,0.5992907360365235,0.5478365777438114,0
LEC,LEC,1.4953755953941674,0.7058840873424777,1,1,0.7903379148087912,0.4792610112862861,0.5160923316019156,0
VER,VER,1.2395583773084262,1.1650908744506157,10,0,0.31366000596506594,0.8005481020688848,0.588585423715696,0
VER,HAM,0.9613072135234152,7.101926742755039,12,1,0.5277287384604191,0.3171446914208426,0.31143980221900397,0
VER,NOR,0.5287550691012564,13.68611016491735,9,0,0.7870091438709632,0.10296192546593348,0.32979307837987265,0
VER,VER,0.9734541708082938,6.845245709948665,19,0,0.3607050740926323,0.2300489647451321,0.5090712718369063,0
NOR,HAM,0.8378580494763123,-3.553888763820985,-10,0,0.8632338120624686,0.37961824093551844,0.7453486838108637,0
VER,NOR,0.6965167374465201,18.944745024705096,14,0,0.19750360142510692,0.3525769038163909,0.1398916611953431,1
LEC,VER,0.28299452743627923,18.568107977352806,9,0,0.11462005577880499,0.7330903352983088,0.5827233697761968,0
SAI,VER,1.3412459013366533,14.62973857871021,-2,1,0.8233082820625526,0.6444485329110703,0.7454225140050512,0
VER,HAM,0.7296985083498515,19.783197539105515,11,0,0.1549189329182978,0.33964505569191783,0.22553381762978175,1
NOR,SAI,0.37247151654907107,8.612058320006573,4,1,0.8935113567579934,0.4661950537329707,0.11201803358445304,1
NOR,VER,0.6148630912282055,19.069208756330152,-10,1,0.8611174895832849,0.1764472831666682,0.35017063611316646,1
VER,VER,0.6797816535404978,-3.1098739845812307,1,1,0.20961672802905654,0.8185171558560806,0.5705149653836785,0
SAI,NOR,1.258553053793624,4.142018706534283,-8,0,0.5300677005540527,0.8483398595588274,0.2106265387237982,0
VER,LEC,1.1270601327859628,0.6345317001691458,0,0,0.24793623797371547,0.8838428283047506,0.4408978967779884,0
NOR,HAM,1.1770268510978756,-0.10417289664324925,-9,0,0.4425241384240959,0.7948422646286701,0.5418571978994223,0
HAM,HAM,0.1154437702001061,-1.479926277683098,5,1,0.14914010340786615,0.23916871015698044,0.5791064758058537,0
LEC,SAI,0.6826155974516661,10.560341039149916,-2,0,0.27913967023727165,0.13695718656130307,0.31952937680030014,0
NOR,SAI,0.7738818122894531,14.533046393682627,4,0,0.39061823711911964,0.5636773819301392,0.4200237087890331,0
VER,HAM,0.12686918755227936,9.457459985509017,1,1,0.45091800019684386,0.8300840215064884,0.722671383254047,0
LEC,SAI,0.46373849224304786,-1.325932260294758,-10,1,0.8819970065671145,0.24188108932779429,0.8529717552965485,0
VER,NOR,1.164405752370989,15.278094248336773,2,1,0.746292516547185,0.1056343316993135,0.7895042648946058,0
VER,HAM,0.2919535880205987,10.898867679093213,3,1,0.689927955449557,0.7443968368257955,0.5514268013867455,1
HAM,SAI,0.8494341840336282,4.7041426531748884,14,1,0.5296330517935794,0.1614365474293872,0.4282342423551573,1
LEC,HAM,0.4012826208241325,11.853257388401573,14,1,0.7719982084834748,0.43096482552802434,0.3663652914971346,1
LEC,LEC,0.11696908450145059,1.497624481070821,-3,0,0.37145826852456887,0.643109869751028,0.19996525286721445,0
HAM,VER,0.43768204063935806,3.6298052123552624,-3,1,0.6671192902186529,0.2894380683649441,0.18524099777289038,1
NOR,HAM,1.4662232568740752,17.937146078299754,16,0,0.8950271803025377,0.16717005075738137,0.6506860999309262,0
VER,VER,1.2221519566361854,2.26261264178551,19,0,0.35170312714815904,0.716016982764663,0.30783553293692834,0
SAI,SAI,1.4434073020494467,6.749706703948415,1,0,0.6392140279071739,0.6041400679096331,0.30372934914595745,0
VER,VER,0.7829956614969074,17.253528434900367,-10,1,0.775451891321906,0.8907923875894439,0.8985560435822286,1
VER,HAM,0.25363067814850493,12.693033756688187,0,0,0.8326460666805379,0.37544642665596745,0.25034076629903634,1
NOR,LEC,0.8671432845631701,-3.444919345882431,-3,1,0.6743461527520815,0.14940990903215975,0.21844780759106375,0
VER,SAI,0.7361282683839452,-1.3174238930257416,-1,1,0.32688633873370904,0.6874800282682366,0.1789481822079365,0
HAM,HAM,1.2820999158354622,-4.80396023070208,19,0,0.3610257212551572,0.5173867350825966,0.5638442761334369,0
HAM,SAI,0.2373156130979424,10.773044755729085,8,1,0.11660642569917137,0.2705631451113081,0.6022910608016812,1
LEC,NOR,0.7835375918304894,6.191835635260458,0,0,0.7087087821372078,0.7253831912038076,0.3921823410055056,0
SAI,VER,0.31006813057157795,-1.6431287274431117,-4,0,0.1341916848495611,0.263004388679955,0.5283306684091742,0
VER,NOR,0.554546297646084,18.948353026419262,0,1,0.7917218836821966,0.3085293238663493,0.7307196247559301,1
VER,HAM,1.1322999083429195,8.241493098640497,6,0,0.19492849157963105,0.17402284349337532,0.7544833346573987,0
NOR,LEC,0.7664253811162731,1.0473323528222296,-10,0,0.23750120970873942,0.4195458232246836,0.8663296605725187,0
HAM,SAI,0.626243599204077,7.515089278867689,15,0,0.4812211766657899,0.43514337914993517,0.7594143887382997,0
SAI,VER,0.6522667899980494,11.990508318377696,18,1,0.690304332134994,0.5116494322786388,0.5518731493739413,1
LEC,SAI,0.7432254757683813,-3.094019550660888,10,0,0.21120176415926217,0.667171413699022,0.2437255726694768,0
HAM,HAM,1.1990231613718796,1.8675953761972997,10,1,0.4520568600531988,0.8248807429443407,0.17981084616227394,0
LEC,SAI,1.3489185645163282,15.17413727209984,-3,1,0.48628101952808384,0.21018727911024693,0.14360951192868737,0
NOR,VER,1.4374685611054996,6.491621760066531,12,0,0.26982851333487307,0.14347847867892566,0.633220665428307,0
NOR,HAM,1.201664740757413,8.664428550807372,13,0,0.1924467013445054,0.11482498687546663,0.7460290043183946,0
VER,SAI,0.5415696540472178,5.820400055236731,-5,1,0.7691367383885117,0.214897102455053,0.5069471605472632,0
SAI,LEC,1.063388588521159,-3.902501433924872,11,1,0.5019725198102124,0.6263595886253008,0.14377133986691196,0
LEC,HAM,0.7126443736775486,-0.8562555044961018,7,0,0.11150498878732239,0.6819816623971974,0.5283764596730706,0
HAM,HAM,0.45653887086447165,6.1385409685472725,-5,0,0.7423850410472831,0.7292045708224978,0.8485994092196404,0
NOR,LEC,1.2772202111962916,0.22963663519819544,-6,1,0.884635044331668,0.29496656952347416,0.5780905527459684,0
VER,NOR,0.15379688854725498,-3.7505242835080317,2,1,0.5847409563313979,0.34471585060921595,0.747541990770252,1
VER,VER,1.362466788989593,16.091241601295593,8,1,0.5029667096672567,0.4865077164523996,0.7401221187134005,1
LEC,NOR,0.7460684504746278,19.529813229102896,11,1,0.8027326904359694,0.1505464774881812,0.8457032798245223,1
NOR,SAI,0.9920820675315926,14.828571849918486,-3,1,0.862013431747679,0.5889132185689969,0.7161830125198987,1
SAI,LEC,1.0230954910880958,16.344623042616675,-2,0,0.7036295327219685,0.8869880269406063,0.6981604112104717,0
NOR,NOR,1.353164836989151,1.0494282579261345,6,1,0.4563623437874303,0.38864504910240205,0.2872821319765125,0
LEC,HAM,0.9913375550340902,19.015674387829993,-8,1,0.5737771194651524,0.7022779800731072,0.14794012425686517,1
LEC,SAI,0.9595070186640864,-0.07685738866429037,8,0,0.6607482920143994,0.5000271324556864,0.5140795720430462,0
NOR,SAI,0.19331285678496596,18.785745259045807,0,0,0.25541885680144116,0.20224947548830619,0.19954736635740417,0
LEC,NOR,0.8257712307232856,19.870482349148777,13,1,0.45776082577315047,0.5657899590420691,0.8697567010223931,1
NOR,NOR,0.3102366011438583,12.793070143651219,6,1,0.763857011773828,0.339899414755252,0.3319398101064229,1
HAM,LEC,1.1324072762100799,19.52859329479555,10,0,0.6237802787987544,0.1275225667627666,0.7823553627074346,0
NOR,VER,0.8171106891377442,9.238494489177592,8,1,0.4289632537694833,0.607943784094195,0.4100997001619675,0
NOR,NOR,1.0523188908916945,1.4885445794022583,-9,1,0.6306900272117452,0.7871458794597821,0.35855539988590196,0
LEC,NOR,0.15834206084333796,5.924897141640521,-3,0,0.1945779296579679,0.37581581351989934,0.8481268579012969,0
LEC,HAM,0.2187088224641245,9.839023384469648,8,1,0.4211980884519011,0.4122364377702164,0.3906580576689792,1
VER,SAI,1.102852743287755,-3.1729609493246254,-4,0,0.7345028303704452,0.8128173463737692,0.4122303269305092,0
VER,VER,0.20091807039814272,10.558581615431152,17,0,0.2764070297093184,0.7508870506938847,0.18487342369032733,0
HAM,HAM,0.19975941887136203,19.529445919057363,16,0,0.24876920604593417,0.6719622588414218,0.6363573322260074,1
VER,LEC,0.11695186532884244,-0.2473087554068093,6,0,0.8606549279331452,0.29903765100251833,0.3310715315820108,0
NOR,LEC,1.439101957619272,14.814877907209583,-5,1,0.26791810366898455,0.8281733239733157,0.5684833342716058,1
LEC,NOR,1.1325117032426097,17.697469844490485,8,0,0.3087348637201345,0.2235326060313704,0.5730813632425676,0
VER,NOR,0.5945519719028898,18.59253982050552,13,1,0.8756927511234704,0.6014164155337776,0.6753597564766136,1
VER,LEC,0.5151498138027173,19.00339011013618,-5,1,0.6877668562120206,0.12304094443721497,0.696193188937953,1
HAM,NOR,0.5895845216441894,8.036490968036798,17,1,0.6596772264188226,0.6149758450599567,0.5115619475212315,1
HAM,VER,1.1845149436536546,19.432697699787592,-9,1,0.7823411070836651,0.3217154814986879,0.3647935580827224,1
NOR,NOR,1.02591885549858,13.93275517836097,-5,1,0.19265846578943543,0.45974158174697605,0.7699607158677871,0
LEC,SAI,0.3592737950144551,-0.9582140940759526,12,0,0.6647649892640057,0.37621164164564247,0.3478925195267878,0
HAM,NOR,0.34375306946771805,6.92250266169925,-6,0,0.5029508874625911,0.23820540499696793,0.5060072755754652,0
VER,HAM,0.23775390959875622,12.958279384300099,8,0,0.7633205122273119,0.5975846320750993,0.42100206656298245,0
LEC,VER,1.0244238075818732,1.1835078954770832,9,0,0.5065133749321554,0.805580444112486,0.7840627087757506,0
LEC,HAM,1.1701217271104303,11.015379588722183,-7,1,0.5961930834151298,0.8672673938259228,0.4455348249166631,1
VER,HAM,0.4710649996550056,11.66501197616548,11,0,0.4821937011196288,0.25387709052313207,0.40887935106998746,0
HAM,SAI,0.12932294544327794,-0.9325064047858528,15,1,0.4825271388446753,0.6738982192503787,0.65185895431811,0
VER,VER,0.21504033446699827,9.127132811318907,6,1,0.7143759824494653,0.6314714932845459,0.5819528878891542,1
LEC,VER,1.4550040487830427,14.290672774465193,0,0,0.6028531205178266,0.37470223165965805,0.18579746679667686,0
SAI,VER,0.5136226884683883,7.472391613398548,-7,0,0.6066105612875283,0.11527935948298068,0.5065350450751706,0
